app_id,name,release_date,coming_soon,price_usd,is_free,discount_pct,developer,publisher,genres,categories,tags,platforms_win,platforms_mac,platforms_linux,recommendations,positive_reviews,negative_reviews,estimated_owners,avg_playtime_forever,avg_playtime_2weeks,median_playtime,peak_ccu,required_age,dlc_count,achievements,release_year,release_month,estimated_owners_mid,is_free_clean,price_log,recommendations_scaled,avg_playtime_forever_scaled,dlc_count_scaled,achievements_scaled,release_year_scaled,primary_genre,total_reviews,review_score
794260,Outward Definitive Edition,2022-05-17,False,4.79,False,88,Nine Dots Studio,"Prime Matter, Deep Silver",RPG,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Remote Play Together, Family Sharing","RPG, Open World, Survival, Co-op, Online Co-Op, Local Co-Op, Souls-like, Split Screen, Fantasy, Adventure",True,False,False,23986,20738,7717,"1,000,000 .. 2,000,000",1332,824,465,469,0,1,72,2022,5,1500000.0,False,1.7561322915849038,0.0266968189878063,0.010072848747377327,-0.09984655995698968,0.2181383868890859,1.0400098198119392,RPG,28455,0.7287998594271657
253920,Gorky 17,2013-09-27,False,9.99,False,0,Metropolis Software,TopWare Interactive,"RPG, Strategy","Single-player, Steam Trading Cards, Family Sharing","RPG, Strategy, Turn-Based, Classic, Horror, Post-apocalyptic, Singleplayer, Turn-Based Strategy, Isometric, Tactical",True,True,True,909,1616,411,"200,000 .. 500,000",301,0,328,61,17,2,0,2013,9,350000.0,False,2.39698576841553,-0.1354618420711035,-0.3005347632225627,-0.05760269267919593,-0.3453586044247277,-1.0190989186448345,RPG,2027,0.7972372964972866
613010,Secret in Story,2017-06-19,False,0.89,False,10,Naivus Luo,Naivus Luo,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Indie, Adventure, Visual Novel",True,True,False,0,79,35,"2,000,000 .. 5,000,000",251,0,243,0,0,0,32,2017,6,3500000.0,False,0.636576829071551,-0.14184925043885277,-0.31559817796407286,-0.14209042723478343,-0.09491549717414388,-0.10393947933071283,Adventure,114,0.6929824561403509
892420,懒人修仙传,2018-11-14,False,3.99,False,0,托更的修罗,托更的修罗,"Casual, Indie, RPG, Simulation","Single-player, Family Sharing","Simulation, Casual, RPG, Indie, Word Game, Idler",True,False,False,1169,769,509,"200,000 .. 500,000",5786,0,9223,41,0,0,0,2018,11,350000.0,False,1.6074359097634274,-0.1336348605797781,1.3519218339211043,-0.14209042723478343,-0.3453586044247277,0.12485038049781758,Casual,1278,0.6017214397496088
914010,Train Station Renovation,2020-10-01,False,18.99,False,0,Live Motion Games,"Live Motion Games, Frozen Way, PlayWay S.A., Frozen District","Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing","Simulation, Casual, Indie, Trains, First-Person, Singleplayer, Building, Realistic, Relaxing, Family Friendly",True,False,False,1948,2154,466,"200,000 .. 500,000",448,0,201,16,0,1,73,2020,10,350000.0,False,2.995232148512309,-0.1281609429576916,-0.2562483238825227,-0.09984655995698968,0.22596473399066666,0.5824301001548784,Casual,2620,0.8221374045801527
352550,Urban Empire,2017-01-20,False,2.99,False,90,Reborn Games,Kalypso Media Digital,"Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Strategy, Simulation, City Builder, Politics, Political Sim, Management, Economy, Historical, RPG, Political",True,False,False,1903,834,1620,"200,000 .. 500,000",114,0,104,3,0,0,74,2017,1,350000.0,False,1.3837912309017721,-0.1284771512927287,-0.35687193435581077,-0.14209042723478343,0.23379108109224742,-0.10393947933071283,Simulation,2454,0.33985330073349634
247020,"Cook, Serve, Delicious!",2013-10-08,False,12.99,False,0,Vertigo Gaming Inc.,Vertigo Gaming Inc.,"Action, Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Adjustable Difficulty, Mouse Only Option, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","Indie, Time Management, Typing, Difficult, Management, Cooking, Arcade, Strategy, 2D, Funny",True,True,True,3710,5311,309,"500,000 .. 1,000,000",491,0,233,7,0,1,52,2013,10,750000.0,False,2.63834278867739,-0.11577962992801706,-0.24329378720482397,-0.09984655995698968,0.06161144485747102,-1.0190989186448345,Action,5620,0.945017793594306
253940,Septerra Core,2013-09-27,False,7.99,False,0,Unknown,Topware Interactive,RPG,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","RPG, Turn-Based, JRPG, Singleplayer, Isometric, Female Protagonist, Classic, Sci-fi, Story Rich, Adventure",True,True,True,576,893,289,"200,000 .. 500,000",348,0,300,4,0,2,0,2013,9,350000.0,False,2.196112848483529,-0.137801783750378,-0.2863751533655431,-0.05760269267919593,-0.3453586044247277,-1.0190989186448345,RPG,1182,0.7554991539763113
1846170,Iron Lung,2022-03-09,False,7.99,False,0,David Szymanski,David Szymanski,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Camera Comfort, Playable without Timed Input, Stereo Sound, Partial Controller Support, Steam Cloud, Family Sharing","Horror, Atmospheric, Psychological Horror, Submarine, Underwater, Short, Indie, Pixel Graphics, Minimalist, Adventure",True,False,False,9597,7529,641,"200,000 .. 500,000",84,0,83,3,0,1,7,2022,3,350000.0,False,2.196112848483529,-0.07441255285327587,-0.3659099832007169,-0.09984655995698968,-0.2905741747136625,1.0400098198119392,Adventure,8170,0.9215422276621787
260210,Assassin’s Creed® Liberation HD,2014-01-15,False,19.99,False,0,Ubisoft Sofia,Ubisoft,"Action, Adventure","Single-player, Steam Achievements","Action, Female Protagonist, Open World, Stealth, Adventure, Assassin, Third Person, Parkour, Singleplayer, Historical",True,False,False,2955,1596,1374,"200,000 .. 500,000",265,0,113,6,17,0,30,2014,1,350000.0,False,3.0440461338325417,-0.12108490310475047,-0.31138042183645,-0.14209042723478343,-0.11056819137730538,-0.7903090588163041,Action,2970,0.5373737373737374
251530,Anomaly Korea,2013-11-06,False,4.99,False,0,11 bit studios,11 bit studios,"Action, Strategy","Single-player, Family Sharing","Strategy, Action, Tower Defense, Sci-fi, Indie, Singleplayer, Top-Down, RTS",True,True,True,222,615,169,"200,000 .. 500,000",201,0,193,0,0,0,35,2013,11,350000.0,False,1.7900914121273581,-0.14028928931933643,-0.33066159270558304,-0.14209042723478343,-0.07143645586940164,-1.0190989186448345,Action,784,0.7844387755102041
34330,Total War: SHOGUN 2,2011-03-15,False,5.99,False,80,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Strategy,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Steam Cloud, Valve Anti-Cheat enabled, Stats, Family Sharing","Strategy, Historical, Turn-Based Strategy, RTS, Grand Strategy, Tactical, Singleplayer, Real Time Tactics, Multiplayer, Diplomacy",True,True,True,37113,22620,2332,"2,000,000 .. 5,000,000",2536,828,402,1807,0,8,106,2011,3,3500000.0,False,1.944480556245719,0.11893830374407051,0.37279987572294254,0.19586051098756663,0.4842341883428313,-1.4766786383018953,Strategy,24952,0.9065405578711125
444090,Paladins®,2018-05-08,False,0.0,True,0,Evil Mojo Games,Hi-Rez Studios,"Action, Adventure, Massively Multiplayer, Strategy, Free To Play","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Phone, Remote Play on Tablet",Unknown,True,False,False,8741,0,0,,0,0,0,0,0,8,58,2018,5,750000.0,True,0.0,-0.08042753807087032,-0.39121651996645396,0.19586051098756663,0.10856952746695549,0.12485038049781758,Action,0,0.8471660663060372
736260,Baba Is You,2019-03-13,False,14.99,False,0,Hempuli Oy,Hempuli Oy,Indie,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","Puzzle, Indie, Difficult, Singleplayer, Logic, Pixel Graphics, Cute, Programming, 2D, Sokoban",True,True,True,20245,21441,480,"1,000,000 .. 2,000,000",813,120,317,269,0,1,18,2019,3,1500000.0,False,2.771963526845863,0.0004093660683894932,-0.14628539626949838,-0.09984655995698968,-0.2044843565962743,0.353640240326348,Indie,21921,0.9781031887231422
867210,Songs of Conquest,2024-05-20,False,29.99,False,0,Lavapotion,Coffee Stain Publishing,"Adventure, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Captions available, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing","Local Multiplayer, Turn-Based Tactics, 4X, Tactical, Turn-Based Strategy, Turn-Based Combat, Fantasy, Strategy RPG, Strategy, Pixel Graphics",True,True,False,11821,10044,1632,"1,000,000 .. 2,000,000",771,20,194,121,0,7,69,2024,5,1500000.0,False,3.433664571799657,-0.058784834250553884,-0.15893866465236695,0.15361664370977285,0.1946593455843437,1.497589539469,Adventure,11676,0.8602261048304214
350640,Sherlock Holmes: The Devil's Daughter,2016-06-10,False,2.99,False,90,Frogwares,Frogwares,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","Adventure, Detective, Mystery, Story Rich, Puzzle, Crime, Thriller, Singleplayer, Third Person, Atmospheric",True,False,False,11848,10985,2803,"1,000,000 .. 2,000,000",322,0,200,21,0,1,25,2016,6,1500000.0,False,1.3837912309017721,-0.05859510924953163,-0.29420812903112836,-0.09984655995698968,-0.14969992688520908,-0.33272933915924324,Action,13788,0.7967072816942269
1409250,Harmless Demons,2020-09-25,False,4.99,False,0,Percepied,Percepied,Indie,"Single-player, Family Sharing","Experimental, Puzzle, Investigation, 2D, Rogue-lite, Science, Demons, Mining, Detective, Lovecraftian",True,False,False,0,2,1,"200,000 .. 500,000",0,0,0,0,0,0,0,2020,9,350000.0,False,1.7900914121273581,-0.14184925043885277,-0.39121651996645396,-0.14209042723478343,-0.3453586044247277,0.5824301001548784,Indie,3,0.6666666666666666
378100,Nyctophobia,2015-08-25,False,1.99,False,0,Lightning Man Media,Lightning Man Media ,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Indie, Adventure, Horror",True,True,False,0,273,336,"200,000 .. 500,000",233,0,216,0,0,0,11,2015,8,350000.0,False,1.095273387402595,-0.14184925043885277,-0.3210210072710165,-0.14209042723478343,-0.2592687863073395,-0.5615191989877737,Adventure,609,0.4482758620689655
253250,Stonehearth,2018-07-25,False,19.99,False,0,Radiant Entertainment,(none),"Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Trading Cards, Steam Workshop, Remote Play Together, Family Sharing","Colony Sim, City Builder, Building, Sandbox, Strategy, Survival, Simulation, Crafting, Voxel, Early Access",True,True,False,10570,9621,3108,"500,000 .. 1,000,000",1933,0,511,68,0,1,0,2018,7,750000.0,False,3.0440461338325417,-0.067575425964585,0.19113509394032974,-0.09984655995698968,-0.3453586044247277,0.12485038049781758,Indie,12729,0.7558331369314164
880940,Pummel Party,2018-09-20,False,14.99,False,0,Rebuilt Games,Rebuilt Games,"Action, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Workshop, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","Multiplayer, Funny, Online Co-Op, 4 Player Local, Board Game, Party Game, Minigames, Local Multiplayer, Casual, Co-op",True,False,False,45276,47800,6014,"2,000,000 .. 5,000,000",730,111,456,1096,0,0,31,2018,9,3500000.0,False,2.771963526845863,0.17629849571979878,-0.17129066474040527,-0.14209042723478343,-0.10274184427572462,0.12485038049781758,Action,53814,0.8882446946891144
478980,Mansions of Madness,2016-08-01,False,0.0,True,0,Fantasy Flight Games,Fantasy Flight Games,"Adventure, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Remote Play Together","Adventure, Strategy, Board Game, Lovecraftian, Free to Play, Card Game, Horror, Co-op, Tabletop, Multiplayer",True,True,False,0,1102,86,"200,000 .. 500,000",665,0,424,19,0,4,0,2016,8,350000.0,True,0.0,-0.14184925043885277,-0.1908731039043685,0.026885041876391583,-0.3453586044247277,-0.33272933915924324,Adventure,1188,0.9276094276094277
349440,The Undying Plague,2015-04-10,False,0.49,False,90,Pixel Theory Games,SA Industry,"Action, Indie","Single-player, Steam Trading Cards, Stats, Family Sharing","Indie, Action, Zombies",True,False,False,119,75,95,"200,000 .. 500,000",337,0,344,0,0,0,0,2015,4,350000.0,False,0.3987761199573678,-0.1410130550639769,-0.2896891046086753,-0.14209042723478343,-0.3453586044247277,-0.5615191989877737,Action,170,0.4411764705882353
1372280,MELTY BLOOD: TYPE LUMINA,2021-09-29,False,49.99,False,0,"FRENCH-BREAD, TYPE-MOON, Lasengle Inc., TAMSOFT CORPORATION, GameLoop Inc.",Lasengle Inc.,Action,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","Fighting, 2D Fighter, Anime, Pixel Graphics, Vampire, Arcade, Multiplayer, Competitive, PvP, Story Rich",True,False,False,8825,8484,1118,"500,000 .. 1,000,000",393,0,343,42,0,22,40,2021,9,750000.0,False,3.9316295350670645,-0.07983728251213441,-0.2728180800981839,0.7872746528766792,-0.032304720361497924,0.8112199599834088,Action,9602,0.883565923765882
1265920,Life is Strange Remastered,2022-02-01,False,39.99,False,0,Deck Nine,Square Enix,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Custom Volume Controls, Stereo Sound, Subtitle Options, Family Sharing","Choices Matter, Story Rich, Female Protagonist, LGBTQ+, Multiple Endings, Romance, Emotional, Third Person, Drama, Adventure",True,False,False,7689,5345,655,"200,000 .. 500,000",548,5,417,103,17,1,60,2022,2,350000.0,False,3.7133281345162463,-0.08781978625884852,-0.22612149439950235,-0.09984655995698968,0.12422222167011698,1.0400098198119392,Action,6000,0.8908333333333334
3910,Sid Meier's Civilization® III Complete,2006-10-25,False,4.99,False,0,Firaxis Games,2K,Strategy,"Single-player, Multi-player, Includes level editor, Family Sharing","Strategy, Turn-Based Strategy, Turn-Based, Classic, 4X, Historical, Singleplayer, Multiplayer, Replay Value, Grand Strategy",True,False,False,5546,6485,746,"1,000,000 .. 2,000,000",857,0,22,1383,0,0,0,2006,10,1500000.0,False,1.7900914121273581,-0.10287832985850376,-0.13302959129696942,-0.14209042723478343,-0.3453586044247277,-2.620627937444547,Strategy,7231,0.8968330797953257
34010,Alpha Protocol™,2010-06-01,False,19.99,False,0,Obsidian Entertainment,SEGA,"Action, RPG","Single-player, Family Sharing","RPG, Stealth, Choices Matter, Action, Multiple Endings, Third Person, Character Customization, Story Rich, Singleplayer, Third-Person Shooter",True,False,False,3372,3988,923,"500,000 .. 1,000,000",366,0,78,10,17,0,0,2010,6,750000.0,False,3.0440461338325417,-0.1181547058667401,-0.28095232405859943,-0.14209042723478343,-0.3453586044247277,-1.7054684981304258,Action,4911,0.8120545713703929
289650,Assassin's Creed® Unity,2014-11-11,False,29.99,False,0,Ubisoft,Ubisoft,"Action, Adventure","Single-player, Multi-player, Co-op, Steam Achievements, In-App Purchases, Custom Volume Controls, Adjustable Difficulty, Mouse Only Option, Playable without Timed Input, Save Anytime, Stereo Sound, Surround Sound, Partial Controller Support","Open World, Parkour, Assassin, Co-op, Stealth, Historical, Action, Adventure, Multiplayer, Third Person",True,False,False,75877,58065,16229,"2,000,000 .. 5,000,000",990,48,512,373,17,2,57,2014,11,3500000.0,False,3.433664571799657,0.39132719039691016,-0.09296090808455233,-0.05760269267919593,0.10074318036537475,-0.7903090588163041,Action,74294,0.7815570570974776
401190,Dinosaur Hunt,2015-09-17,False,0.99,False,0,Racing Bros,ANPA.US,"Action, Adventure, Indie, Simulation","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing","Dinosaurs, Action, Indie, Adventure, Multiplayer, Simulation, Shooter, Open World, FPS, Hunting",True,True,True,3351,2576,1273,"200,000 .. 500,000",163,0,174,0,0,10,1079,2015,9,350000.0,False,0.688134638736401,-0.11830226975642406,-0.34210978790913077,0.28034824554315413,8.099269918180896,-0.5615191989877737,Action,3849,0.6692647440893739
619820,Heroes of Hammerwatch II,2025-01-14,False,19.99,False,0,Crackshell,Team17,"Action, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","RPG, Action RPG, Action Roguelike, Action, Rogue-like, Dungeon Crawler, Adventure, Rogue-lite, Procedural Generation, Hack and Slash",True,False,False,5396,3684,612,"1,000,000 .. 2,000,000",1565,0,1155,144,0,0,37,2025,1,1500000.0,False,3.0440461338325417,-0.10393235764196072,0.08026836144281478,-0.14209042723478343,-0.055783761666240154,1.7263793992975305,Action,4296,0.8575418994413407
3358510,再刷一把2：金色传说,2024-12-31,False,9.99,False,0,滑稽工作室,滑稽工作室,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Captions available, Family Sharing","Adventure, Loot, RPG, Action RPG, Linear, Turn-Based Strategy, Strategy, Pixel Graphics, Character Customization, Strategy RPG",True,False,False,2733,1184,1520,"200,000 .. 500,000",26016,0,33638,172,0,1,100,2024,12,350000.0,False,2.39698576841553,-0.12264486422426678,7.446579438336125,-0.09984655995698968,0.4372761057333468,1.497589539469,Adventure,2704,0.4378698224852071
256370,MXGP - The Official Motocross Videogame,2014-03-28,False,9.99,False,0,Milestone S.r.l.,Milestone S.r.l.,"Racing, Simulation, Sports","Single-player, Multi-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","Racing, Sports, Simulation, Motocross, Offroad, Motorbike, Multiplayer, Action, Bikes, Realistic",True,False,False,1271,1272,309,"200,000 .. 500,000",28,0,37,4,0,0,48,2014,3,350000.0,False,2.39698576841553,-0.13291812168702738,-0.38278100771120827,-0.14209042723478343,0.030306056451148037,-0.7903090588163041,Racing,1581,0.8045540796963947
407130,Tank Mechanic Simulator,2020-02-20,False,2.39,False,88,DeGenerals S.A.,PlayWay S.A.,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing","Tanks, Simulation, World War II, Realistic, Singleplayer, First-Person, Building, Relaxing, Action, Indie",True,True,False,8378,7346,960,"500,000 .. 1,000,000",763,0,580,41,0,3,76,2020,2,750000.0,False,1.220829921392359,-0.08297828530683618,-0.16134881101100856,-0.015358825401402173,0.2494437752954089,0.5824301001548784,Action,8306,0.8844209005538165
755540,LIV,2019-08-12,False,0.0,True,0,LIV Inc,LIV Inc,"Utilities, Video Production, Web Publishing","VR Only, Partial Controller Support, Steam Cloud, Remote Play Together","Utilities, Video Production, Web Publishing, VR",True,False,False,0,793,125,"200,000 .. 500,000",277,0,230,23,0,0,0,2019,8,350000.0,True,0.0,-0.14184925043885277,-0.30776520229848753,-0.14209042723478343,-0.3453586044247277,0.353640240326348,Other,918,0.8638344226579521
960990,Beyond: Two Souls,2020-06-18,False,19.99,False,0,Quantic Dream,Quantic Dream,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing","Adventure, Choices Matter, Story Rich, Female Protagonist, Cinematic, Singleplayer, Emotional, Co-op, Sci-fi, Quick-Time Events",True,False,False,33834,24755,3272,"1,000,000 .. 2,000,000",513,331,450,210,17,0,45,2020,6,1500000.0,False,3.0440461338325417,0.09589725639770118,-0.23666588471855948,-0.14209042723478343,0.006827015146405804,0.5824301001548784,Action,28027,0.8832554322617476
951440,Volcanoids,2019-01-29,False,19.99,False,0,Volcanoid,Volcanoid,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing","Open World Survival Craft, Survival, Open World, Multiplayer, Crafting, Exploration, Online Co-Op, Shooter, Action, Steampunk",True,False,True,7572,7404,1511,"200,000 .. 500,000",689,0,525,65,0,0,40,2019,1,350000.0,False,3.0440461338325417,-0.08864192792994496,-0.18364266482844363,-0.14209042723478343,-0.032304720361497924,0.353640240326348,Action,8915,0.8305103757711721
588650,Dead Cells,2018-08-06,False,12.49,False,50,Motion Twin,Motion Twin,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","Adventure, Action Roguelike, Metroidvania, Pixel Graphics, Rogue-like, 2D, Souls-like, Rogue-lite, Difficult, Hack and Slash",True,True,True,152675,163549,4915,"5,000,000 .. 10,000,000",2431,36,922,2559,0,8,121,2018,8,7500000.0,False,2.6019486702196644,0.9309753618230988,0.34116670476577116,0.19586051098756663,0.6016293948665424,0.12485038049781758,Action,168464,0.9708246272200589
981430,Gordian Quest,2022-06-23,False,19.99,False,0,"Mixed Realms Pte Ltd, Swag Soft Holdings Pte Ltd","Mixed Realms Pte Ltd, Spiral Up Games","Adventure, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Full controller support, Steam Cloud, Family Sharing","RPG, Card Game, Card Battler, Strategy, Adventure, Replay Value, Indie, Turn-Based, Tactical, Roguelike Deckbuilder",True,False,False,5171,5157,627,"200,000 .. 500,000",861,0,745,48,0,1,56,2022,6,350000.0,False,3.0440461338325417,-0.10551339931714618,-0.13182451811764861,-0.09984655995698968,0.092916833263794,1.0400098198119392,Adventure,5784,0.891597510373444
491540,The Bus,2026-03-26,False,39.99,False,0,TML-Studios,Aerosoft GmbH,Simulation,"Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Workshop, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Keyboard Only Option, Mouse Only Option, Playable without Timed Input, Save Anytime, Subtitle Options, Surround Sound, Steam Cloud, Includes level editor, Family Sharing","Simulation, Driving, Automobile Sim, Multiplayer, Realistic, Relaxing, First-Person, Early Access, Moddable, Atmospheric",True,False,False,7232,4839,1682,"200,000 .. 500,000",419,0,209,164,0,1,49,2026,3,350000.0,False,3.7133281345162463,-0.09103105757244742,-0.26498510443259865,-0.09984655995698968,0.03813240355272878,1.9551692591260608,Simulation,6521,0.7420641005980678
464350,Screeps: World,2016-11-16,False,19.99,False,0,"Screeps, LLC","Screeps, LLC","Indie, Massively Multiplayer, Simulation, Strategy","Single-player, Multi-player, MMO, PvP, Online PvP, LAN PvP, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Stats, Steam Leaderboards","Programming, Strategy, Massively Multiplayer, Open World, Sandbox, Logic, Base-Building, RTS, Minimalist, Difficult",True,True,True,1903,1729,253,"200,000 .. 500,000",595,0,104,43,0,1,0,2016,11,350000.0,False,3.0440461338325417,-0.1284771512927287,-0.21196188454248277,-0.09984655995698968,-0.3453586044247277,-0.33272933915924324,Indie,1982,0.872351160443996
233700,Sword of the Stars: The Pit,2013-02-21,False,9.99,False,0,Kerberos Productions,Kerberos Productions,"Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","Rogue-like, Dungeon Crawler, Perma Death, Procedural Generation, Crafting, Turn-Based, Sci-fi, Aliens, Lore-Rich, RPG",True,True,True,1130,1279,248,"200,000 .. 500,000",508,0,203,2,0,5,187,2013,2,350000.0,False,2.39698576841553,-0.13390890780347692,-0.2381722261927105,0.06912890915418535,1.1181683035708716,-1.0190989186448345,Casual,1527,0.8375900458415193
343740,InMind VR,2015-01-19,False,0.0,True,0,Luden.io,Luden.io,"Action, Casual, Indie, Free To Play","Single-player, Full controller support, VR Supported, VR Support","VR, Free to Play, Indie, Action, Education, Casual, Science, Singleplayer, Sci-fi, Exploration",True,True,True,0,339,93,"200,000 .. 500,000",17,0,20,1,0,0,0,2015,1,350000.0,True,0.0,-0.14184925043885277,-0.3860949589543405,-0.14209042723478343,-0.3453586044247277,-0.5615191989877737,Action,432,0.7847222222222222
457730,Mushroom Wars 2,2017-10-06,False,14.99,False,0,Zillion Whales,Azur Games,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Remote Play Together, Family Sharing","Strategy, Multiplayer, RTS, Action, Indie, Tower Defense, Tactical, 2D, Replay Value, Classic",True,True,True,859,599,365,"200,000 .. 500,000",1395,0,1959,5,0,2,17,2017,10,350000.0,False,2.771963526845863,-0.13581318466558917,0.02905275132168016,-0.05760269267919593,-0.21231070369785507,-0.10393947933071283,Action,964,0.6213692946058091
1408680,Nine to Five,2022-05-16,False,0.0,False,0,Redhill Games,Redhill Games,"Action, Free To Play","Multi-player, PvP, Online PvP, Steam Achievements, In-App Purchases, Partial Controller Support, Family Sharing","Team-Based, Difficult, Tactical, Multiplayer, FPS, Competitive, Combat, Gun Customization, Strategy, Shooter",True,False,False,0,1541,1759,"500,000 .. 1,000,000",129,0,46,0,0,0,10,2022,5,750000.0,True,0.0,-0.14184925043885277,-0.3523529099333577,-0.14209042723478343,-0.26709513340892027,1.0400098198119392,Action,3300,0.466969696969697
1304930,The Outlast Trials,2024-03-05,False,39.99,False,0,Red Barrels,Red Barrels,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Family Sharing","Horror, Multiplayer, Co-op, Survival Horror, Psychological Horror, First-Person, PvE, Stealth, Character Customization, Action",True,False,False,82273,62533,4423,"2,000,000 .. 5,000,000",1374,336,647,3743,0,8,27,2024,3,3500000.0,False,3.7133281345162463,0.43627093508351533,0.02272611713024588,0.19586051098756663,-0.1340472326820476,1.497589539469,Action,66956,0.9339416930521537
259130,Wasteland 1 - The Original Classic,2013-11-13,False,1.07,False,82,inXile Entertainment,inXile Entertainment,"Adventure, Indie, RPG, Strategy","Single-player, Steam Cloud, Family Sharing","RPG, Post-apocalyptic, Classic, Turn-Based, Adventure, Strategy, Sci-fi, Retro, Indie, CRPG",True,True,True,281,359,96,"200,000 .. 500,000",12,0,2,1,0,0,0,2013,11,350000.0,False,0.7275486072772778,-0.13987470505784336,-0.3876013004284915,-0.14209042723478343,-0.3453586044247277,-1.0190989186448345,Adventure,455,0.789010989010989
346900,AdVenture Capitalist,2015-03-30,False,0.0,True,0,Hyper Hippo Games,Hyper Hippo Games,"Casual, Indie, Free To Play","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","Clicker, Idler, Management, Capitalism, Automation, Real-Time, Point & Click, Strategy, Character Customization, Relaxing",True,True,True,504,51968,7198,"5,000,000 .. 10,000,000",3983,14,391,1109,0,1,31,2015,3,7500000.0,True,0.0,-0.13830771708643735,0.8087350983422472,-0.09984655995698968,-0.10274184427572462,-0.5615191989877737,Casual,59166,0.8783422911807457
